FSTVL_NM,MESURE_DE,AVRG_TP,AVRG_TOP_TP,AVRG_LWET_TP,TOP_TP,LWET_TP,TOP_TP_OCCRRNC_DE,LWET_TP_OCCRRNC_DE,AVRG_ARCSR,AVRG_PARTN_HD,AVRG_WIND_VE,FSTVL_BEGIN_DE,FSTVL_END_DE
의정부음악극축제,1,15.95,22.4,10.75,28.5,5.9,14,6,1006.4,79.5,1.45,2019-05-10,2019-05-19
의좋은형제축제,1,13.1,19.85,7.45,24.2,-0.9,2,18,1011.9,80.0,0.9,2019-10-18,2019-10-24
이천도자기축제,22,14.817777777777776,21.835555555555555,8.197777777777777,24.1,-3.1,30,1,1003.7888888888889,58.666666666666664,1.6466666666666665,2019-04-26,2019-05-12
이천백사산수유꽃축제,20,5.447619047619048,12.338095238095239,-0.9095238095238096,19.6,-8.3,31,7,1009.5999999999999,56.0,1.7857142857142858,2019-03-29,2019-03-31
이천쌀문화축제,21,13.05909090909091,20.44090909090909,7.159090909090909,26.6,-2.7,1,31,1010.4045454545455,72.36363636363636,0.9409090909090909,2019-10-16,2018-10-20
이천인삼축제,20,5.7299999999999995,12.055,0.23000000000000004,20.8,-8.1,1,19,1013.075,67.85,1.1099999999999999,2019-11-01,2019-11-03
이태원지구촌축제,1,0.15,4.5,-3.85,11.4,-12.9,8,26,1015.15,60.0,2.25,2020-12-31,2020-12-31
인디스트리트 생활음악페스티벌'뮤직스트릿 파티',20,26.271428571428572,30.123809523809523,23.166666666666668,35.1,19.0,5,31,998.3,72.52380952380952,2.1904761904761907,2019-08-30,2019-08-31
인삼한우명품축제,1,12.149999999999999,19.549999999999997,6.85,23.6,-1.3,1,17,1004.95,76.5,0.8,2018-10-06,2018-10-09
인제빙어축제,20,-2.9682926829268292,3.2634146341463417,-8.68780487804878,7.5,-16.8,22,2,998.6926829268293,61.951219512195124,1.7121951219512195,2019-01-26,2019-02-03
인천개항장 문화재야행,21,17.056521739130435,21.73913043478261,13.408695652173913,28.6,8.8,27,5,1002.7652173913043,69.78260869565217,2.817391304347826,2020-05-02,2020-05-03
인천상륙작전 문화공연,20,21.757142857142856,25.75238095238095,18.423809523809524,31.1,14.4,1,27,1005.6619047619048,72.61904761904762,2.261904761904762,2020-09-12,2020-09-13
임실N치즈축제,21,12.945454545454545,20.849999999999998,6.668181818181818,25.7,-1.8,1,31,990.3863636363636,74.04545454545455,0.990909090909091,2019-10-03,2019-10-06
입장거봉포도축제,1,20.25,25.4,16.1,30.3,9.8,1,21,1003.8,83.5,1.4500000000000002,2019-09-09,2019-09-10
자라섬 국제재즈페스티벌,1,13.3,20.4,7.55,25.1,-0.2,1,18,1012.15,76.5,0.8500000000000001,2019-10-04,2019-10-06
자연산 광어.도미 축제,1,16.549999999999997,21.45,12.1,28.4,7.1,6,3,1008.05,74.5,1.7,2019-05-11,2019-05-26
자유공원 벚꽃축제,20,18.802439024390242,22.958536585365852,15.265853658536585,31.1,14.4,1,30,1008.2975609756097,69.60975609756098,2.3536585365853657,2020-09-12,2020-10-02
자유공원 축제,1,19.075,23.0,15.875,26.8,10.6,14,2,1000.15,70.75,2.675,2022-05-14,2022-06-12
장고항실치축제(취소),2,-0.020000000000000018,5.1,-4.7,13.1,-7.1,7,1,1022.2,70.2,1.8,2022-01-01,2022-12-31
장미꽃 필 무렵,1,18.85,25.0,13.4,31.3,9.1,1,6,1003.55,63.0,2.5,2021-05-20,2021-05-22
장미꽃 필(feel)무렵,21,19.765217391304347,25.821739130434782,14.208695652173914,33.6,9.3,1,3,1004.3739130434782,55.43478260869565,2.3304347826086955,2019-05-07,2019-05-11
장미축제,1,20.275,25.475,15.5,29.1,7.2,9,2,990.875,63.25,1.175,2019-05-31,2019-06-02
장보고수산물축제,21,17.795652173913044,23.078260869565216,13.360869565217392,31.8,6.4,29,3,1007.4260869565217,70.73913043478261,3.282608695652174,2019-05-03,2019-05-06
장성탄탄축제활기찬동행,1,16.200000000000003,20.6,12.7,27.3,5.0,1,24,932.7,84.5,1.55,2022-09-24,2022-09-25
장수 한우랑 사과랑 축제,21,18.52173913043478,24.813043478260873,13.61304347826087,28.2,5.2,11,29,967.0260869565217,81.0,1.3478260869565217,2019-09-06,2019-09-08
전국 애송시 낭송대회,20,22.923809523809524,28.17142857142857,18.895238095238096,32.7,13.6,19,1,999.4714285714286,71.28571428571429,1.9428571428571426,2021-06-25,2021-06-25
전국관악경연대회,20,25.24761904761905,30.066666666666666,21.58095238095238,36.0,17.2,5,31,999.7952380952381,79.76190476190476,1.2761904761904763,2019-08-20,2019-08-22
전국합창경연대회,20,25.24761904761905,30.066666666666666,21.58095238095238,36.0,17.2,5,31,999.7952380952381,79.76190476190476,1.2761904761904763,2019-08-23,2019-08-24
전주국제발효식품엑스포,20,15.614285714285716,21.785714285714285,10.5,28.3,3.9,7,31,1012.5857142857143,69.76190476190476,1.5523809523809524,2018-10-25,2018-10-29
전주단오축제,20,22.947619047619046,28.576190476190476,18.395238095238096,32.8,13.4,25,1,1001.1904761904761,70.38095238095238,1.7857142857142858,2018-06-17,2018-06-18
전주대사습놀이,21,22.969565217391303,28.569565217391304,18.465217391304346,32.8,13.4,25,1,1001.0869565217391,70.6086956521739,1.7565217391304346,2018-06-15,2018-06-18
전주세계소리축제,20,15.614285714285716,21.785714285714285,10.5,28.3,3.9,7,31,1012.5857142857143,69.76190476190476,1.5523809523809524,2018-10-03,2018-10-07
전포카페거리축제,20,17.97142857142857,22.485714285714284,14.671428571428573,27.2,10.3,3,30,1009.9095238095238,62.476190476190474,2.8476190476190473,2018-10-20,2018-10-21
정서진 해넘이 축제,21,0.5727272727272728,4.240909090909091,-2.8000000000000003,14.7,-9.7,1,18,1016.1318181818183,61.31818181818182,3.2954545454545454,2018-12-31,2018-12-31
정선아리랑제,11,15.723076923076924,21.984615384615385,11.53076923076923,32.1,5.5,4,28,986.376923076923,75.26923076923077,1.3846153846153846,2017-09-29,2017-10-02
정월대보름 달맞이문화제,2,9.799999999999999,15.933333333333335,4.033333333333333,25.4,-2.9,21,3,1011.4666666666667,62.666666666666664,2.433333333333333,2018-03-02,2018-03-02
정월대보름 큰잔치,22,6.3875,11.408333333333333,2.1041666666666665,18.9,-4.8,31,5,1008.3458333333333,53.458333333333336,2.6958333333333333,2015-03-05,2015-03-05
정월대보름 행사,2,1.3666666666666665,6.3,-2.9333333333333336,15.6,-11.8,15,6,1013.1999999999999,56.333333333333336,2.5,2019-02-16,2019-02-16
정월대보름달맞이축제,2,3.7666666666666666,9.633333333333333,-1.2666666666666666,18.5,-7.5,14,18,1016.5,54.0,2.7333333333333334,2019-02-22,2019-02-22
정월대보름축제,20,2.1214285714285714,8.645238095238096,-3.8333333333333335,7.6,-14.8,27,2,1011.4285714285714,60.11904761904762,1.3380952380952382,2019-02-19,2019-03-02
정의공주와 함께 하는 도봉 한글잔치,21,15.226086956521739,20.33913043478261,10.839130434782609,26.5,3.5,1,30,1009.1608695652175,61.130434782608695,2.017391304347826,2015-10-09,2015-10-09
정조대왕 능행차 공동재현,20,15.252380952380953,20.371428571428574,10.861904761904762,26.5,3.5,1,30,1009.0095238095239,60.714285714285715,2.0095238095238095,2018-10-06,2018-10-07
제 13회 광주비엔날레,2,15.9,21.825,10.875,25.6,1.6,6,6,1005.85,61.25,1.575,2021-04-01,2021-05-09
제 9회 광주디자인비엔날레,1,19.275,24.2,15.35,31.1,13.0,1,18,1008.25,77.5,1.35,2021-09-01,2021-10-31
제10주년 세계인의 날 기념행사,1,17.05,22.55,12.3,29.7,8.6,14,6,1005.2,78.0,1.95,2017-05-21,2017-05-21
제10회 무궁화축제,1,12.149999999999999,19.549999999999997,6.85,23.6,-1.3,1,17,1004.95,76.5,0.8,2018-10-05,2018-10-06
제10회 부산진구 북페스티벌,21,11.982608695652175,16.64782608695652,8.4,23.0,2.0,9,23,1012.5869565217391,55.17391304347826,2.9434782608695653,2020-11-14,2020-11-15
제11주년 세계인의 날 기념행사,1,7.800000000000001,13.15,2.9,20.7,-5.0,6,28,1017.9,72.0,1.7000000000000002,2018-11-04,2018-11-04
제11회의성세계하늘축제,1,16.95,24.15,9.95,31.7,3.7,1,6,999.6,72.5,1.15,2021-05-01,2021-05-31
제12주년 세계인의 날 기념행사,1,17.05,22.55,12.3,29.7,8.6,14,6,1005.2,78.0,1.95,2019-05-19,2019-05-19
제12회 삼락벚꽃축제,22,9.391666666666667,14.025,5.5625,18.3,-2.5,19,7,1009.6625,55.958333333333336,3.6125000000000003,2021-03-27,2021-03-28
제13회 마포나루 새우젓축제,21,16.953846153846154,21.278846153846153,13.069230769230769,26.5,3.5,1,31,1013.0769230769231,66.0576923076923,2.628846153846154,2020-10-16,2020-10-18
제13회 신성한마음축제,20,26.166666666666668,30.376190476190477,22.81904761904762,33.9,19.3,5,31,1000.5190476190477,77.9047619047619,1.8380952380952382,2019-08-10,2019-08-10
제13회 철원 화강 다슬기축제,1,24.35,28.7,21.0,34.9,18.7,5,19,991.0999999999999,93.0,1.35,2019-08-01,2019-08-04
제14회 광명시평생학습축제,1,22.0,26.25,18.4,29.5,13.6,1,21,1002.65,71.0,2.4,2015-09-07,2015-09-20
제14회 구즉한마당축제,20,14.814285714285715,20.833333333333332,9.8,26.8,1.5,7,30,1011.2619047619048,71.85714285714286,1.4142857142857141,2019-10-12,2019-10-12
제14회 신천돗자리음악회,20,26.304761904761904,30.728571428571428,22.8,34.8,19.2,31,6,1000.6095238095238,72.23809523809524,2.104761904761905,2020-07-25,2020-07-26
제14회 정읍 평생학습축제 및 제6회 주민자치 프로그램 발표회,20,15.204761904761906,21.414285714285715,10.095238095238095,28.5,2.0,1,31,1013.5619047619048,71.0952380952381,1.0952380952380953,2019-10-19,2019-10-20
제14회 진안고원 수박축제,1,25.35,29.700000000000003,22.15,31.7,17.7,9,1,1000.15,79.5,1.3,2022-07-30,2022-07-31
제15회 구리 코스모스 축제,1,13.3,20.4,7.55,25.1,-0.2,1,18,1012.15,76.5,0.8500000000000001,2015-10-09,2015-10-11
제15회 구리한강 유채꽃 축제,1,17.05,23.049999999999997,11.65,29.4,7.1,14,6,1000.75,74.5,1.25,2015-05-08,2015-05-10
제15회 마곡사신록축제,1,18.25,23.75,13.350000000000001,29.3,8.6,1,6,1002.05,71.5,1.6,2018-05-12,2018-05-13
제15회 영등포 여의도 봄꽃축제,20,12.495238095238093,17.747619047619047,7.966666666666667,23.5,1.8,30,4,1004.352380952381,53.76190476190476,2.7476190476190476,2019-04-05,2019-04-11
제15회 영산포 홍어축제,2,13.2,19.45,7.949999999999999,25.6,1.6,12,3,1009.8,52.0,1.6,2019-04-12,2019-04-14
제15회 영양산나물축제,1,16.950000000000003,23.15,11.25,30.8,7.0,1,6,993.8,67.0,1.7000000000000002,2019-05-02,2019-05-05
제15회 정읍 구절초꽃축제,21,15.165217391304349,21.360869565217392,10.060869565217391,28.5,2.0,1,30,1013.4782608695652,71.1304347826087,1.1043478260869564,2021-10-08,2021-10-17
제15회 차성문화제,21,17.97391304347826,22.508695652173916,14.656521739130437,27.2,10.3,3,30,1009.9782608695652,62.47826086956522,2.8347826086956522,2019-10-12,2019-10-13
제15회 파주개성인삼축제,18,12.642105263157895,20.263157894736842,6.536842105263158,24.8,-5.5,1,30,1015.9894736842105,74.6842105263158,1.3421052631578947,2019-10-19,2019-10-20
제15회 파주개성인삼축제(온라인판매),1,13.3,20.4,7.55,25.1,-0.2,1,18,1012.15,76.5,0.8500000000000001,2021-10-16,2021-10-17
제16회 광명시평생학습축제,1,22.0,26.25,18.4,29.5,13.6,1,21,1002.65,71.0,2.4,2017-09-09,2017-09-23
제16회 구례섬진강벚꽃축제,2,8.266666666666667,15.266666666666666,1.633333333333333,22.7,-5.9,16,3,997.6,67.66666666666667,2.2666666666666666,2020-03-28,2020-03-29
제16회 구리 코스모스 축제,1,20.45,26.200000000000003,16.05,30.0,9.4,1,16,1004.2,82.5,1.0,2016-09-23,2016-09-25
제16회 구리한강 유채꽃 축제,1,17.05,23.049999999999997,11.65,29.4,7.1,14,6,1000.75,74.5,1.25,2016-05-13,2016-05-15
제16회 마곡사신록축제,2,13.1,19.799999999999997,7.050000000000001,26.9,0.6,11,3,1009.8499999999999,53.0,1.95,2019-04-27,2019-04-28
제16회 영등포 여의도 봄꽃축제,2,12.649999999999999,18.05,7.9,23.8,1.9,11,3,1007.3,52.0,2.8,2021-04-05,2021-04-30
제17회 광릉숲축제,1,13.3,20.4,7.55,25.1,-0.2,1,18,1012.15,76.5,0.8500000000000001,2022-10-08,2022-10-09
제17회 구리 유채꽃 축제,1,17.05,23.049999999999997,11.65,29.4,7.1,14,6,1000.75,74.5,1.25,2017-05-12,2017-05-14
제17회 구리 코스모스 축제,1,20.45,26.200000000000003,16.05,30.0,9.4,1,16,1004.2,82.5,1.0,2017-09-22,2017-09-24
제17회 순천명품월등복숭아 축제,1,25.9,30.65,22.200000000000003,35.6,17.9,7,7,989.55,86.5,1.4500000000000002,2022-08-06,2022-08-07
제17회 시흥갯골축제,1,20.45,26.200000000000003,16.05,30.0,9.4,1,16,1004.2,82.5,1.0,2022-09-23,2022-09-25
제17회 한여름밤의 축제,20,26.166666666666668,30.376190476190477,22.81904761904762,33.9,19.3,5,31,1000.5190476190477,77.9047619047619,1.8380952380952382,2019-08-24,2019-08-24
제18회 진안고원 운장산 고로쇠축제,2,8.799999999999999,15.1,3.6,23.7,-3.0,12,6,1011.1999999999999,64.0,1.8666666666666665,2022-03-11,2022-03-11
제19회 명지시장 전어축제,21,26.382608695652173,29.73478260869565,23.90869565217391,33.1,21.2,22,31,1000.7130434782609,77.69565217391305,3.365217391304348,2019-08-20,2019-08-22
제19회 사상강변축제,21,17.97391304347826,22.508695652173916,14.656521739130437,27.2,10.3,3,30,1009.9782608695652,62.47826086956522,2.8347826086956522,2021-10-09,2021-10-10
제19회 전주국제영화제,20,18.76666666666667,25.223809523809525,12.99047619047619,33.2,5.6,25,13,1004.8714285714285,63.04761904761905,1.9571428571428573,2018-05-03,2018-05-12
제1회 대청호 벚꽃축제,2,13.1,19.799999999999997,7.050000000000001,26.9,0.6,11,3,1009.8499999999999,53.0,1.95,2019-04-05,2019-04-07
제1회 북성로 축제,21,16.213043478260868,21.82608695652174,11.404347826086957,26.6,6.5,1,31,1012.4217391304348,63.91304347826087,1.7608695652173914,2017-10-29,2017-10-29
제1회 상록수문화제,1,26.2,30.049999999999997,23.3,34.9,21.7,9,23,1004.1,85.0,1.9,2013-08-31,2013-08-31
제1회 천년나주목읍성문화축제,1,18.6,24.2,13.8,30.1,10.4,6,6,1001.9,70.5,1.5499999999999998,2019-05-03,2019-05-05
제20회 사상전통달집놀이,22,5.565217391304348,10.308695652173913,1.6956521739130435,13.3,-6.5,14,2,1012.9347826086956,49.17391304347826,3.3260869565217392,2021-02-26,2021-02-26
제21회 구례산수유꽃축제,2,8.266666666666667,15.266666666666666,1.633333333333333,22.7,-5.9,16,3,997.6,67.66666666666667,2.2666666666666666,2020-03-14,2020-03-22
제21회 용전들노래 정기공연,20,25.895238095238092,30.052380952380954,22.88095238095238,34.3,20.3,31,1,998.8142857142857,80.14285714285714,2.2714285714285714,2019-07-27,2019-07-27
제21회 진잠주민화합한마당,20,14.814285714285715,20.833333333333332,9.8,26.8,1.5,7,30,1011.2619047619048,71.85714285714286,1.4142857142857141,2019-10-19,2019-10-19
제22회 과천축제,20,22.48095238095238,26.719047619047622,19.442857142857143,29.8,14.0,4,30,1009.4380952380952,77.23809523809524,2.361904761904762,2018-09-13,2018-09-16
제22회 순천만 갈대축제,9,14.209999999999999,21.28,8.58,25.9,-0.4,3,28,999.22,76.4,1.44,2021-10-23,2021-10-31
제22회 찰옥수수축제,1,24.55,30.2,20.35,32.7,16.2,9,3,991.95,76.5,1.15,2018-07-27,2018-07-29
제22회 최남단 방어축제,0,16.4,20.0,13.1,24.1,5.2,13,30,1014.0,70.0,1.7,2022-11-26,2022-12-25
제22회 칠갑산장승문화축제,1,8.149999999999999,13.8,2.9,22.3,-4.0,7,28,1019.4,76.5,1.2,2021-11-06,2021-11-06
제23회 정동진독립영화제,1,21.15,25.0,17.85,29.7,11.5,4,28,1010.4,76.0,1.9500000000000002,2021-09-23,2021-09-26
제24회 단양온달문화축제,1,11.45,18.75,5.65,23.5,-3.0,1,18,990.1500000000001,79.5,0.9,2021-10-22,2021-10-24
제24회 무안연꽃추제,21,25.166666666666668,28.5,22.666666666666668,33.4,20.3,21,4,1002.6666666666666,83.33333333333333,3.1,2020-07-23,2020-07-26
제24회 봉화산 철쭉제,20,17.895238095238096,25.047619047619047,11.1,35.2,1.4,29,1,999.3571428571429,64.42857142857143,1.723809523809524,2019-05-04,2019-05-04
제24회 파주장단콩축제(온라인판매),1,6.75,13.25,1.2000000000000002,20.0,-6.3,7,28,1013.3499999999999,73.5,1.0,2021-11-26,2021-11-28
제25회 지리산 바래봉 철쭉제,20,17.895238095238096,25.047619047619047,11.1,35.2,1.4,29,1,999.3571428571429,64.42857142857143,1.723809523809524,2019-05-04,2019-05-04
제25회무주반딧불축제,1,22.95,28.05,19.200000000000003,34.2,21.0,1,24,991.5,82.75,1.1,2021-08-28,2021-09-05
제26회 남도음식문화큰잔치,1,16.8,20.700000000000003,13.55,25.0,9.4,3,17,1015.5,69.0,3.35,2019-10-11,2019-10-13
제26회 오리문화제,1,17.55,22.6,13.25,30.0,9.2,14,2,999.5,67.5,2.4,2017-05-18,2017-05-20
제26회 파주장단콩축제,0,7.1,14.4,0.9,22.3,-9.2,12,30,1018.7,78.0,0.9,2022-11-25,2022-11-28
제27회 낙안읍성 민속문화축제,10,14.25,21.375,8.616666666666667,25.9,-0.4,3,28,999.3666666666667,76.33333333333333,1.4666666666666666,2021-10-22,2021-10-24
제27회 대덕제 대구앞산축제,20,14.385714285714286,20.447619047619046,8.766666666666666,25.3,2.5,30,1,1007.9000000000001,49.76190476190476,2.5095238095238095,2020-04-25,2020-04-26
제27회 용문산 영목제,20,13.366666666666665,20.39047619047619,8.076190476190476,26.9,-0.8,2,31,1014.1238095238094,74.28571428571429,0.9904761904761905,2019-10-12,2019-10-12
제27회 화도진축제,21,17.056521739130435,21.73913043478261,13.408695652173913,28.6,8.8,27,5,1002.7652173913043,69.78260869565217,2.817391304347826,2016-05-20,2016-05-21
제28회 봉산미술제,1,15.95,22.0,10.8,27.3,5.3,3,18,1014.25,68.0,1.75,2020-10-09,2020-10-11
제28회 함안낙화놀이,1,17.799999999999997,22.85,13.55,28.7,9.6,11,3,1005.6500000000001,66.0,1.6,2019-05-12,2019-05-12
제28회 화도진축제,21,17.056521739130435,21.73913043478261,13.408695652173913,28.6,8.8,27,5,1002.7652173913043,69.78260869565217,2.817391304347826,2017-05-19,2017-05-20
제29회 화도진축제,21,17.056521739130435,21.73913043478261,13.408695652173913,28.6,8.8,27,5,1002.7652173913043,69.78260869565217,2.817391304347826,2018-05-18,2018-05-19
제2회 밤일음식문화 거리 축제,1,23.35,28.3,19.4,35.4,14.8,9,2,996.95,70.5,2.25,2016-06-10,2016-06-10
제2회 별빛음악맥주축제,1,24.75,29.450000000000003,21.5,35.5,19.3,5,19,993.15,82.0,1.15,2018-08-01,2018-08-05
제2회 북성로 축제,21,16.213043478260868,21.82608695652174,11.404347826086957,26.6,6.5,1,31,1012.4217391304348,63.91304347826087,1.7608695652173914,2018-10-20,2018-10-21
제2회 비아마을 큰잔치,21,16.278260869565216,21.991304347826087,11.608695652173912,28.1,4.5,10,31,1010.7434782608696,67.78260869565217,1.5391304347826087,2017-10-21,2017-10-21
제2회 상록수문화제,1,21.85,26.4,18.0,29.7,12.6,1,21,1008.35,77.0,2.0,2014-09-27,2014-09-27
제2회 인천 송도크루즈 불꽃축제,21,15.672727272727274,19.931818181818183,11.936363636363637,27.2,4.8,8,30,1011.2136363636364,65.86363636363636,2.4727272727272727,2021-10-30,2021-10-30
제30회 화도진축제,21,17.056521739130435,21.73913043478261,13.408695652173913,28.6,8.8,27,5,1002.7652173913043,69.78260869565217,2.817391304347826,2019-05-10,2019-05-11
제31회 지리산 뱀사골 고로쇠 약수제,20,6.0476190476190474,13.5,-0.8095238095238095,20.9,-9.8,30,4,1006.8619047619047,61.333333333333336,1.8333333333333333,2019-03-02,2019-03-02
제32회 함안아라문화제,2,13.0,19.2,7.9,24.5,2.6,12,2,1013.0,51.0,1.75,2019-04-26,2019-04-28
제3회 낙동강세계평화 문화대축전,1,14.75,21.4,9.55,26.3,3.2,2,18,1015.2,69.5,0.7,2015-10-15,2015-10-18
제3회 상록수문화제,1,21.85,26.4,18.0,29.7,12.6,1,21,1008.35,77.0,2.0,2015-09-19,2015-09-19
제3회 예천국제스마트폰영화제,1,13.4,19.85,8.0,24.4,1.9,2,18,1000.0,75.0,1.45,2021-10-16,2021-10-17
제3회 홍천사과축제,1,19.65,25.549999999999997,15.25,30.2,8.7,1,16,997.25,78.0,1.15,2018-09-29,2018-09-30
제42회 진도신비의 바닷길축제,2,11.4,17.75,4.9,21.7,-1.9,12,5,1016.75,64.5,2.6,2021-04-27,2021-04-29
제43회 생거진천 문화축제,1,15.3,20.65,10.55,25.2,4.6,1,18,1014.4000000000001,64.5,1.2000000000000002,2022-10-07,2022-10-09
제44회 지리산피아골단풍축제,2,11.0,18.48,5.180000000000001,26.3,2.1,3,30,1000.8399999999999,74.2,1.78,2020-10-31,2020-11-01
제48회 신라문화제,11,14.838461538461539,21.661538461538463,9.407692307692308,26.1,-0.1,3,31,1014.8923076923077,75.07692307692308,2.0538461538461537,2020-10-08,2020-10-14
제4회 가족과 함께하는 진안고원 김치보쌈축제,0,11.1,17.4,6.1,24.9,-3.6,12,30,1014.2,63.0,1.5,2022-11-12,2022-11-13
제4회 낙동강세계평화 문화대축전,1,17.75,23.625,13.175,29.7,10.7,2,18,1011.35,74.0,0.75,2016-09-30,2016-10-30
제4회 동두천 국제 트레일러닝 대회,22,11.522727272727273,18.954545454545453,5.136363636363637,22.1,-1.9,30,6,1001.8363636363637,55.18181818181818,2.040909090909091,2019-04-20,2019-04-20
제4회 상록수문화제,1,21.85,26.4,18.0,29.7,12.6,1,21,1008.35,77.0,2.0,2016-09-10,2016-09-10
제4회 서석면 코스모스 축제,1,19.65,25.549999999999997,15.25,30.2,8.7,1,16,997.25,78.0,1.15,2018-09-29,2018-09-29
제4회 옥천군민의 날 기념행사,1,14.95,21.25,9.850000000000001,25.5,3.4,1,17,1013.15,74.5,1.25,2021-10-09,2021-10-09
제4회 칠곡 세계 인형음악극 축제,1,26.1,30.8,22.65,34.9,21.6,7,8,1003.5,84.0,0.8,2015-08-27,2015-08-30
제4회의성슈퍼푸드마늘축제,1,13.05,21.25,7.0,25.7,-1.8,2,18,1010.55,79.0,0.8,2021-10-01,2021-10-31
제55회 황토현동학농민혁명기념제,1,17.4,23.15,12.05,27.8,7.3,1,3,1001.8499999999999,69.5,2.0,2022-05-07,2022-05-08
제56회 수원화성문화제,20,14.735,20.6,9.65,26.7,0.3,1,31,1015.2950000000001,69.05,1.5050000000000001,2019-10-03,2019-10-06
제5회 광산구 세계음식문화축제,21,18.960869565217394,25.05652173913043,13.765217391304349,33.9,5.8,29,1,1003.0434782608696,64.30434782608695,1.9956521739130435,2017-05-21,2017-05-21
제5회 나주마한문화축제,1,16.45,21.95,12.0,26.2,6.5,3,18,1012.3,70.5,1.2,2019-10-11,2019-10-13
제5회 낙동강세계평화 문화대축전,1,20.75,25.85,16.8,29.7,10.7,4,24,1007.5,78.5,0.8,2017-09-22,2017-09-24
제5회 라라라 페스티벌,1,18.0,22.75,14.5,25.9,7.0,3,17,1010.7,62.5,2.7,2020-10-04,2020-10-06
제5회 상록수문화제,1,21.85,26.4,18.0,29.7,12.6,1,21,1008.35,77.0,2.0,2017-09-16,2017-09-16
제5회 철도마을축제 및 제3회 어린이동요제,1,20.549999999999997,25.95,16.55,30.6,9.4,1,24,992.55,86.0,1.3,2022-09-03,2022-09-03
제5회 칠곡 세계 인형음악극 축제,1,26.1,30.8,22.65,34.9,21.6,7,8,1003.5,84.0,0.8,2016-08-26,2016-08-29
제5회바회마을 화전민 축제,1,24.55,30.2,20.35,32.7,16.2,9,3,991.95,76.5,1.15,2018-07-27,2018-07-27
제63회 백제문화제,1,18.375,23.8,14.0,31.4,12.3,1,17,1009.075,77.5,1.425,2017-09-28,2017-10-05
제64회 백제문화제,1,21.799999999999997,26.35,18.15,31.4,12.3,1,21,1005.0,80.5,1.6,2018-09-14,2018-09-22
제65회 백제문화제,1,18.375,23.8,14.0,31.4,12.3,1,17,1009.075,77.5,1.425,2019-09-28,2019-10-06
제6회 낙동강세계평화 문화대축전,1,14.75,21.4,9.55,26.3,3.2,2,18,1015.2,69.5,0.7,2018-10-12,2018-10-14
제6회 상록수문화제,1,21.85,26.4,18.0,29.7,12.6,1,21,1008.35,77.0,2.0,2018-09-15,2018-09-15
제6회 칠곡 세계 인형음악극 축제,1,26.1,30.8,22.65,34.9,21.6,7,8,1003.5,84.0,0.8,2017-08-24,2017-08-27
제7회 낙동강세계평화문화 대축전,1,14.75,21.4,9.55,26.3,3.2,2,18,1015.2,69.5,0.7,2019-10-11,2019-10-13
제7회 도심 속 바다축제,21,15.226086956521739,20.33913043478261,10.839130434782609,26.5,3.5,1,30,1009.1608695652175,61.130434782608695,2.017391304347826,2019-10-12,2019-10-13
제7회 목감천 친환경 축제,1,17.55,22.6,13.25,30.0,9.2,14,2,999.5,67.5,2.4,2019-05-25,2019-05-25
제7회 상록수문화제,1,14.7,20.35,9.55,24.3,2.2,1,17,1016.55,71.0,1.6,2019-10-26,2019-10-26
제7회 순천미식대첩,1,23.85,28.3,20.45,31.9,15.7,31,1,988.35,87.5,1.3,2022-07-01,2022-07-31
제7회 칠곡 세계 인형음악극 축제,1,26.1,30.8,22.65,34.9,21.6,7,8,1003.5,84.0,0.8,2018-08-23,2018-08-26
제7회 홍천인삼송어축제,2,-3.1666666666666665,3.2999999999999994,-8.6,12.2,-10.4,23,9,1007.1999999999999,66.66666666666667,0.8333333333333334,2019-01-05,2019-01-21
제89회 춘향제,20,17.895238095238096,25.047619047619047,11.1,35.2,1.4,29,1,999.3571428571429,64.42857142857143,1.723809523809524,2019-05-08,2019-05-12
제8회 김광석노래부르기,1,15.95,22.0,10.8,27.3,5.3,3,18,1014.25,68.0,1.75,2020-10-31,2020-10-31
제8회 낙안읍성 전국 국악대전,2,11.7,18.5,4.9,24.2,-2.4,12,5,997.55,59.0,2.5999999999999996,2022-04-15,2022-04-16
제8회 무안황토갯벌축제,21,22.099999999999998,26.066666666666663,19.03333333333333,31.0,13.4,4,1,1003.1,81.0,2.8000000000000003,2020-06-12,2020-06-14
제8회 세계인의 날 기념행사,1,17.05,22.55,12.3,29.7,8.6,14,6,1005.2,78.0,1.95,2015-05-17,2015-05-17
제8회 세계인형음악극축제,1,26.1,30.8,22.65,34.9,21.6,7,8,1003.5,84.0,0.8,2019-08-22,2019-08-25
제8회 철원 한탄강 얼음트레킹,2,-4.3,2.2666666666666666,-10.5,11.0,-11.7,24,9,1005.6,74.0,1.0333333333333334,2020-01-18,2020-01-27
제92회 춘향제,1,17.700000000000003,24.0,11.850000000000001,29.3,6.5,6,6,995.0999999999999,70.5,1.95,2022-05-04,2022-05-08
제99주년 3·1만세의 날 거리축제,20,6.1380952380952385,11.095238095238095,1.9238095238095236,18.9,-4.8,31,7,1008.4380952380952,52.95238095238095,2.7285714285714286,2018-03-01,2018-03-01
제9회 대한민국 진돗개 페스티벌,1,17.1,22.5,11.95,26.9,6.4,6,3,1008.7,77.0,2.55,2021-05-03,2021-05-05
제9회 세계인의 날 기념행사,1,17.05,22.55,12.3,29.7,8.6,14,6,1005.2,78.0,1.95,2016-05-22,2016-05-22
