FCLTY_NM,CTPRVN_NM,SIGNGU_NM,LEGALDONG_NM,ADSTRD_NM,RN_ADDR,LA,LO,OPAR_NM,FSTVL_BEGIN_DE,FSTVL_END_DE,FSTV_CN,RELATE_INFO_CN,TRRSRT_POI_NM_y,TRRSRT_CL_NM_y,TRRSRT_LA_y,TRRSRT_LO_y
제44회 지리산피아골단풍축제,전라남도,구례군,토지면 내동리,토지면,전라남도 구례군 토지면 직전길 35,35.2662917909582,127.583058727713,토지면 피아골 일원,20201031.0,20201101.0,"○ 대표프로그램 : 단풍제례○ 체험프로그램 : 황금단풍잎을 찾아라, 족욕체험○ 농특산품 판매, 향토음식점, 군홍보관 운영 등",,"['연곡사', '운조루', '보상사', '지리산피아골식품', '반야정사', '장천사', '불락사', '문수사', '영봉사', '원불교문수휴양원']","[180301, 60513, 180302, 91802, 180302, 180302, 180302, 180302, 180302, 60503]","[35.2545964059245, 35.2061621346805, 35.2274725826998, 35.264916355912, 35.256537978253, 35.1993639341898, 35.2285244682056, 35.2526649177774, 35.1980542601865, 35.2552084089419]","[127.588242670297, 127.515436345721, 127.522249511024, 127.58376677318, 127.59827929507, 127.518632584562, 127.603661379091, 127.538853462718, 127.568229321366, 127.527493357492]"
산수유오감만족페스티벌,전라남도,구례군,산동면 좌사리,산동면,전라남도 구례군 산동면 상관1길 45,35.3196116669075,127.470290325615,산동면 지리산온천관광지 일원,20201107.0,20201108.0,"○ 공연행사 : 개막공연, 구례힐링콘서트, 나도트롯스타○ 기획행사 : 씨앗의방주영구보관식, 산수유농업학교 등○ 주제행사 : 산수유산업화연구개발 품평회, 음식경연대회 등○ 체험전시행사 : 산수유열매체험, 농특산물 직거래장터 등○ 연계행사 : 지리산베이스캠프체험행사, 구례콩장, 버스킹 공연 등",,"['상위마을산수유군락지', '지리산온천랜드', '구례산수유자연휴양림', '현천마을산수유군락지', '황토정사', '계척마을산수유시목지', '지리산구례수목원', '심원계곡', '반곡마을산수유군락지', '구례산수유축제', '노고단계곡', '삼정사', '방산서원', '노고단휴게소', '하위마을산수유군락지']","[60517, 60514, 60503, 60517, 180302, 60517, 60503, 60504, 60517, 60523, 60504, 180302, 60609, 60513, 60517]","[35.3304644221992, 35.3184889311035, 35.3009247295038, 35.3255795155925, 35.3191469918382, 35.338314716566, 35.3001886013486, 35.3230007779213, 35.3247568447222, 35.3189788873268, 35.3159798847738, 35.302057570713, 35.2850896091886, 35.2963627245175, 35.3295819688876]","[127.48796247064, 127.456090362033, 127.462722315304, 127.431795623231, 127.451159863299, 127.435462193115, 127.454360534353, 127.531704022048, 127.474449347824, 127.471709794456, 127.526926007024, 127.401669325121, 127.416098195717, 127.526050076019, 127.485049225574]"
2020 영동곶감축제,충청북도,영동군,영동읍 부용리,영동읍,,36.1736274,127.7739921,영동군 영동읍 영동천일원(하상주차장),20200103.0,20200105.0,곶감축제,"곶감따기, 곶감 시식, 판매, 공연 프로그램","['향엄사', '불교연합회', '무량사', '중화사', '영동난계국악축제', '영동포도축제', '부곡소류지', '대동사', '금성사', '보현사', '효심사', '영동향교', '이암사']","[180302, 180302, 180302, 180301, 60523, 60523, 110215, 180302, 180302, 180302, 180302, 60609, 180302]","[36.1842646050086, 36.174632917691, 36.1757290074719, 36.1481923384227, 36.1759375240357, 36.1642775320593, 36.177781731448, 36.1658381278759, 36.1769579916001, 36.1622169913445, 36.1607251973846, 36.1760596056676, 36.1514842341871]","[127.807426724597, 127.775314184866, 127.795193789227, 127.839124458435, 127.771585289391, 127.782093573943, 127.789266560502, 127.771770149764, 127.767345328853, 127.849571299683, 127.858587532798, 127.769586426246, 127.784708850058]"
2020 동작복지나눔축제,서울특별시,동작구,상도동,상도동,서울특별시 동작구 상도로 369,37.4964289688636,126.955157917408,관내 대학교 등(미정),20200905.0,20200905.0,"사회복지의 날 기념식, 복지나눔콘서트, 오색복지 체험·나눔부스 등",없음,"['약수선원', '봉국사', '삼매선원', '기원정사', '청수사', '미타사', '청룡사', '대흥사포교당', '영평사', '보문사', '사자암', '상도선원']","[180302, 180302, 180302, 180302, 180302, 180302, 180302, 180302, 180302, 180302, 180302, 180302]","[37.4950207612561, 37.4957631388129, 37.5026348648494, 37.4945379930929, 37.4960905917727, 37.4949362846451, 37.4928974209152, 37.4958842775747, 37.4947889058245, 37.4949602089245, 37.4923662944372, 37.4981147749764]","[126.941037073713, 126.946747399913, 126.945702671568, 126.944936478707, 126.944766495744, 126.961445951226, 126.936934099347, 126.936600687828, 126.939053786835, 126.939462134289, 126.937018742532, 126.95659221717]"
동작가족한마음축제,서울특별시,동작구,신대방동,신대방동,서울특별시 동작구 여의대방로20길 33,37.494892120669,126.919491108563,보라매공원,20191019.0,20191019.0,"구민체육대회, 축하공연, 동작가족미니랜드, 주민체험부스 운영 등",없음,"['광명사', '서울단풍길', '장안사', '보라매법당', '약사선원', '관음정사']","[180302, 60513, 180302, 180302, 180302, 180302]","[37.4876287034734, 37.4915632835469, 37.48988698398, 37.4922215924013, 37.4962239265505, 37.4963985054693]","[126.908810685893, 126.921589566097, 126.912465152498, 126.916102615828, 126.926359511726, 126.926356705673]"
제7회 도심 속 바다축제,서울특별시,동작구,노량진동,노량진동,서울특별시 동작구 노들로 674,37.5148236866215,126.937975950622,노량진수산시장 일대,20191012.0,20191013.0,"바다콘서트, 맨손활어잡기, 모의경매, 루프탑 파티, 먹거리장터 등",없음,"['노량진컵밥거리', '보선사', '김근화한지공방', '보광사']","[60517, 180302, 91802, 180302]","[37.5135007291077, 37.5124643090488, 37.5094460023791, 37.5106519841625]","[126.945729702215, 126.947413265703, 126.940361068069, 126.946225883652]"
대구 근대路야행(2회),대구광역시,중구,동산동,동산동,대구광역시 중구 달구벌대로 2035,35.8670785955295,128.586049842095,청라언덕,20180907.0,20180908.0,"문화(재)시설 오픈하우스, 전시, 공연, 체험, 강좌, 투어 등",,"['대구전통문화센터', '청라언덕', '원만사', '유진공방']","[60513, 60514, 180301, 91802]","[35.8686342627069, 35.8669960655518, 35.8659892198314, 35.8672366096555]","[128.58498844074, 128.58558349377, 128.584153689061, 128.586669585284]"
김광석노래부르기,대구광역시,수성구,수성동2가,수성동2가,대구광역시 수성구 수성로72길 43,35.8561651962247,128.616262338006,신천둔치(대봉교아래),20180915.0,20180915.0,"노래경연, 초청가수콘서트, 부대행사",,"['선물앤건강', '법황사', '법연원', '선물앤건강', '법황사', '법연원']","[91802, 180302, 180302, 91802, 180302, 180302]","[35.8562841978198, 35.8545001203316, 35.8545094887666, 35.8562841978198, 35.8545001203316, 35.8545094887666]","[128.614329911237, 128.616551053609, 128.616561594921, 128.614329911237, 128.616551053609, 128.616561594921]"
고창모양성제,전라북도,고창군,고창읍 읍내리,고창읍,전라북도 고창군 고창읍 모양성로 1,35.4316118305636,126.704208280818,모양성 일원,20201021.0,20201025.0,"거리퍼레이드, 답성놀이, 강강술래 등","주야간 답성놀이, 강강술래, 공성전, 전통무예시연, 원님행차, 축하공연 등","['판소리전수관', '화산계곡파크랜드', '보안사', '휴스토리', '청룡사', '야외전통문화공간', '상원사', '미륵사', '고창군농특산품판매장', '도산서당', '진농식품', '만불사', '고창MTB파크', '마주봄', '고창향교', '미소사']","[60513, 60516, 180302, 60513, 180302, 60508, 180302, 180302, 91802, 60609, 91802, 180302, 60513, 60513, 60609, 180302]","[35.4317151088513, 35.4052884612583, 35.4304694946658, 35.4381281078184, 35.439094725059, 35.4332378241672, 35.4433170880402, 35.4412630951699, 35.4329127670773, 35.439751285927, 35.4329030887347, 35.4366548128295, 35.4331612153447, 35.4459562175789, 35.4376106978629, 35.4358515965527]","[126.702343907099, 126.708055312034, 126.701664253237, 126.652929293415, 126.700498947547, 126.702891184049, 126.734232587883, 126.721161401843, 126.705214613312, 126.660926919143, 126.673475548059, 126.727852365041, 126.738191450028, 126.672366649935, 126.702625642316, 126.746992698706]"
고창청보리밭축제(취소),전라북도,고창군,공음면 선동리,공음면,전라북도 고창군 공음면 학원농장길 158-6,35.3761043143092,126.543619684962,고창군 공음면 학원농장 일원,20190420.0,20190512.0,"청보리밭사잇길걷기, 주말문화행사, 상설전시 및 연계행사 등","기념식, 공연, 판매부스 등","['청농원', '청보리밭축제', '농촌체험관광마을', '학원관광농원', '고창황토', '구수마을', '보리나라학원농장', '고창메밀꽃잔치']","[60513, 60523, 60516, 60516, 91802, 60513, 60516, 60523]","[35.3736063310881, 35.3761402684851, 35.3843952405258, 35.3767231087955, 35.3745079841538, 35.400818529753, 35.3754831604854, 35.3756724663341]","[126.535074154057, 126.543390864884, 126.548843741062, 126.542004571544, 126.505792414977, 126.498221955793, 126.54295970282, 126.543318994778]"
동학농민혁명 무장기포기념제,전라북도,고창군,공음면 구암리,공음면,전라북도 고창군 공음면 선운대로 308,35.4037312708015,126.495533065645,동학농민혁명 무장기포지,20200425.0,20200425.0,"출정식, 진격로 걷기, 비기탈취 및 무혈입성재연, 기념식 등","동학농민혁명무장기포기념제, 무장읍성축제 등","['청농원', '청보리밭축제', '농촌체험관광마을', '학원관광농원', '고창황토', '구수마을', '보리나라학원농장', '고창메밀꽃잔치']","[60513, 60523, 60516, 60516, 91802, 60513, 60516, 60523]","[35.3736063310881, 35.3761402684851, 35.3843952405258, 35.3767231087955, 35.3745079841538, 35.400818529753, 35.3754831604854, 35.3756724663341]","[126.535074154057, 126.543390864884, 126.548843741062, 126.542004571544, 126.505792414977, 126.498221955793, 126.54295970282, 126.543318994778]"
고창복분자와수박축제(취소),전라북도,고창군,아산면 삼인리,아산면,전라북도 고창군 아산면 선운사로 250,35.4976974802794,126.579517417649,선운산도립공원,20190621.0,20190623.0,"기념식,복분자 수박관련 체험, 농특산품판매 등","기념식,복분자 수박관련 체험, 농특산품판매 등","['참당암', '신암목장', '석상암', '동백꽃', '운곡습지홍보관', '선운사꽃무릇축제', '도솔계곡', '선운사', '덕천사', '운곡서원']","[180302, 60516, 180302, 91802, 60513, 60523, 60504, 180301, 180302, 60609]","[35.4930498205748, 35.4260852446527, 35.5016080167003, 35.5031013272393, 35.4693191749365, 35.497128397147, 35.5042379923758, 35.4968644355356, 35.4654915214326, 35.4696696426481]","[126.563787931187, 126.608159952866, 126.574328653952, 126.585825690366, 126.654015937829, 126.578692719017, 126.596281859292, 126.578461335138, 126.625887256454, 126.651383050433]"
고창갯벌축제(취소),전라북도,고창군,심원면 만돌리,심원면,전라북도 고창군 심원면 애향갯벌로 320,35.5300740199828,126.51504464369,"만돌갯벌체험장, 하전갯벌체험장",20190607.0,20190609.0,"개막행사,갯벌체험,동죽시식회,동죽음식문화체험,갯벌체험,장어숭어잡기,갯벌카페,부대행사 등",동호해수욕장,"['고창갯벌축제', '삼양염전', '고창심원갯벌체험센타', '고창갯벌축제', '만돌갯벌체험장', '하전어촌계']","[60523, 60516, 60513, 60523, 60513, 60513]","[35.5399351711245, 35.5297135820213, 35.5270322275106, 35.5300290863449, 35.5297193782082, 35.5400973297995]","[126.564763349787, 126.515490749458, 126.54228363532, 126.515328397233, 126.51538346969, 126.561693690517]"
무장읍성축제(취소),전라북도,고창군,무장면 성내리,무장면,전라북도 고창군 무장면 무장읍성길 45,35.4184161560146,126.557344998583,무장읍성 일원,20190514.0,20190514.0,"고유제(진무제), 현감부임 행사, 떡메치기 등",축성602주년 기념식,"['방축제', '관음사', '자연애', '미륵사', '무장향교', '연화사']","[110215, 180302, 60513, 180302, 60609, 180302]","[35.3890045935608, 35.4085501244933, 35.4087934834722, 35.4424134210265, 35.4276692722644, 35.3818862112065]","[126.613100884924, 126.549626090939, 126.608844004289, 126.547208188317, 126.566121251286, 126.619234780683]"
고창해풍고추축제(보류),전라북도,고창군,해리면 하련리,해리면,전라북도 고창군 해리면 청해1길 15,35.4611464789751,126.537814639922,해리복지회관일원,20190824.0,20190825.0,"기념식, 고추품평회, 공연, 전시판매, 고추관련체험 등","기념식, 고추품평회, 공연, 전시판매, 고추관련체험 등","['해풍고추축제', '고창한국지역도서전', '송양사', '고창동호별바다특산품']","[60523, 60523, 180302, 91802]","[35.4624693594432, 35.4700642765485, 35.4456141335389, 35.5165267063635]","[126.53919571479, 126.48322679366, 126.535500910466, 126.483916240695]"
(취소) 제11회 푸른 화성 지키기 환경자전거 대행,경기도,화성시,반송동,반송동,경기도 화성시 동탄공원로1길 26-23,37.2037558152351,127.061210202073,동탄센트럴파크,20201031.0,20201031.0,자전거 타기 행사,,"['뽀로로파크', '보림사', '예스종합상사', '반석산에코스쿨']","[60513, 180302, 91802, 60513]","[37.2051465689903, 37.2064228049488, 37.202976918062, 37.2023674437294]","[127.069378547658, 127.073296889318, 127.061596616711, 127.074466322769]"
(취소) 제21회 화성 효 마라톤 대회,경기도,화성시,향남읍 도이리,향남읍,경기도 화성시 향남읍 향남로 470,37.1375437522608,126.924256529382,화성종합경기타운,20201017.0,20201017.0,마라톤 대회,,"['지장암', '경기상사', '풍림농원', '천석정', '천석선원', '넝쿨공방', '천석사', '지장사']","[180302, 91802, 60516, 60516, 180302, 91802, 180302, 180302]","[37.1289560997679, 37.1312157925663, 37.1416898382207, 37.1348637868229, 37.1313825149804, 37.1289825348042, 37.1311265014938, 37.1289402635043]","[126.990872151413, 126.906165892019, 126.977659945143, 126.942066604356, 126.943807355785, 126.907784659716, 126.941025866304, 126.991088746801]"
(취소) 2020 화성뱃놀이축제,경기도,화성시,서신면 전곡리,서신면,경기도 화성시 서신면 당성로 339-9,37.2014260556535,126.701434051195,전곡항,20200911.0,20200913.0,해양레저 체험,,"['명산', '민도예', '제부도갯벌체험장', '화성송산포도드라이브스루바람마켓', '신흥사', '화성뱃놀이축제', '백미힐링마당(2021년11월예정)', '화성인삼축제', '제부도음식문화시범거리', '보림사', '제부도모세거리', '안곡서원', '어촌체험마을', '하내테마파크', '궁평유원지', '화성송산포도축제', '제부비치랜드', '화성포구축제', '상안포도농장', '용화사', '법흥사']","[91802, 91802, 60513, 60523, 180302, 60523, 60513, 60523, 60517, 180302, 60517, 60609, 60514, 60513, 60508, 60523, 60508, 60523, 60516, 180302, 180302]","[37.1828303906692, 37.1851769309732, 37.1594840384193, 37.1160748235337, 37.1930231377925, 37.1860147827654, 37.1461758135176, 37.1164358167053, 37.1723505694748, 37.1835257390451, 37.1715954735168, 37.1751270731244, 37.1162243303077, 37.1829893813266, 37.1290722925372, 37.1161573085533, 37.1643248893543, 37.1164283828449, 37.1797442314555, 37.1833460085246, 37.1768757951794]","[126.700621198609, 126.689548410179, 126.618792151702, 126.682895459597, 126.709771355617, 126.65145465139, 126.682343489332, 126.681755864887, 126.617632020811, 126.700529939889, 126.625901354024, 126.709187968694, 126.682628778373, 126.693410468804, 126.682871352707, 126.683367429696, 126.618553830603, 126.681841151659, 126.702243135676, 126.701787631659, 126.716422492168]"
(취소) 2020 화성송산포도축제,경기도,화성시,서신면 궁평리,서신면,경기도 화성시 서신면 궁평항로 1049-24,37.1160290822801,126.681274760934,궁평항,20200905.0,20200906.0,"포도 체험, 직거래 장터",,"['명산', '민도예', '제부도갯벌체험장', '화성송산포도드라이브스루바람마켓', '신흥사', '화성뱃놀이축제', '백미힐링마당(2021년11월예정)', '화성인삼축제', '제부도음식문화시범거리', '보림사', '제부도모세거리', '안곡서원', '어촌체험마을', '하내테마파크', '궁평유원지', '화성송산포도축제', '제부비치랜드', '화성포구축제', '상안포도농장', '용화사', '법흥사']","[91802, 91802, 60513, 60523, 180302, 60523, 60513, 60523, 60517, 180302, 60517, 60609, 60514, 60513, 60508, 60523, 60508, 60523, 60516, 180302, 180302]","[37.1828303906692, 37.1851769309732, 37.1594840384193, 37.1160748235337, 37.1930231377925, 37.1860147827654, 37.1461758135176, 37.1164358167053, 37.1723505694748, 37.1835257390451, 37.1715954735168, 37.1751270731244, 37.1162243303077, 37.1829893813266, 37.1290722925372, 37.1161573085533, 37.1643248893543, 37.1164283828449, 37.1797442314555, 37.1833460085246, 37.1768757951794]","[126.700621198609, 126.689548410179, 126.618792151702, 126.682895459597, 126.709771355617, 126.65145465139, 126.682343489332, 126.681755864887, 126.617632020811, 126.700529939889, 126.625901354024, 126.709187968694, 126.682628778373, 126.693410468804, 126.682871352707, 126.683367429696, 126.618553830603, 126.681841151659, 126.702243135676, 126.701787631659, 126.716422492168]"
(취소) 정조 효 문화제,경기도,화성시,송산동,송산동,경기도 화성시 용주로 136,37.211779314064,127.005614876425,융건릉,20201010.0,20201011.0,"능행차 재현,현륭원 궁원의 제향",,"['용주사', '정조효문화제', '화성용주사승무제', '용주사템플스테이']","[180301, 60523, 60523, 180301]","[37.2122733265362, 37.2121605036185, 37.2122733265362, 37.2101499619892]","[127.005050989774, 127.005080353192, 127.005050989774, 127.004420330412]"
(취소) 2020 화성시 평생학습박람회,경기도,화성시,향남읍 도이리,향남읍,경기도 화성시 향남읍 향남로 470,37.1375437522608,126.924256529382,미정,20201017.0,20201017.0,청소년 교육 박람회,,"['지장암', '경기상사', '풍림농원', '천석정', '천석선원', '넝쿨공방', '천석사', '지장사']","[180302, 91802, 60516, 60516, 180302, 91802, 180302, 180302]","[37.1289560997679, 37.1312157925663, 37.1416898382207, 37.1348637868229, 37.1313825149804, 37.1289825348042, 37.1311265014938, 37.1289402635043]","[126.990872151413, 126.906165892019, 126.977659945143, 126.942066604356, 126.943807355785, 126.907784659716, 126.941025866304, 126.991088746801]"
(취소) 화성시민 한마음 체육대회,경기도,화성시,향남읍 도이리,향남읍,경기도 화성시 향남읍 향남로 470,37.1375437522608,126.924256529382,화성종합경기타운,20201017.0,20201017.0,화성시민 대상 체육대회,,"['지장암', '경기상사', '풍림농원', '천석정', '천석선원', '넝쿨공방', '천석사', '지장사']","[180302, 91802, 60516, 60516, 180302, 91802, 180302, 180302]","[37.1289560997679, 37.1312157925663, 37.1416898382207, 37.1348637868229, 37.1313825149804, 37.1289825348042, 37.1311265014938, 37.1289402635043]","[126.990872151413, 126.906165892019, 126.977659945143, 126.942066604356, 126.943807355785, 126.907784659716, 126.941025866304, 126.991088746801]"
2020 온세대합창페스티벌,강원도,춘천시,효자동,효자동,강원도 춘천시 효자상길5번길 13,37.8726157913702,127.72934047527,KT&G 상상마당 춘천 등 춘천시내일원,20200909.0,20200911.0,"전국 가족합창단, 지역/소년소녀합창단 대상 합창축제",,"['춘천마임축제', '춘천고음악축제', '춘천연극제', '춘천아트페스티벌', '송원사']","[60523, 60523, 60523, 60523, 180302]","[37.8730363011625, 37.8726255193419, 37.8726881766163, 37.8730953449838, 37.8683070894408]","[127.727767744626, 127.729328746453, 127.729181468965, 127.727810110147, 127.729740923542]"
마임아카데미,강원도,춘천시,효자동,효자동,강원도 춘천시 춘천로 112,37.8730953673483,127.727810175556,"축제극장 몸짓, 춘천공연예술연습공간, 캠프페이지 등",20200401.0,20201119.0,"몸짓배우 과정, 시민 과정, 청년기획자 과정 (상반기) / 문화기획자 과정 (하반기, 온라인 송출)",,"['춘천마임축제', '춘천고음악축제', '춘천연극제', '춘천아트페스티벌', '송원사']","[60523, 60523, 60523, 60523, 180302]","[37.8730363011625, 37.8726255193419, 37.8726881766163, 37.8730953449838, 37.8683070894408]","[127.727767744626, 127.729328746453, 127.729181468965, 127.727810110147, 127.729740923542]"
봄내예술제,강원도,춘천시,석사동,석사동,강원도 춘천시 우석로 70,37.8638411301865,127.752087863747,"축제극장 몸짓, 공지천 야외공연장 일대. 소극장 아트쓰리씨어터 등",20200501.0,20200926.0,"- 춘천예총 소속 8개 협회 회원들이 각각의 특색을 갖고 다양한 장르의 예술행사 운영(봄내무용제, 봄내가요제, 봄내연극제 등) - 코로나19로 인하여 열린음악회 및 시민자유무대 행사 취소",,"['숲과사람들', '청룡사', '현진에버빌1차아파트주변상업구역', '영천사', '크로스', '해피뱅크광고기획', '국립춘천박물관설맞이우리문화한마당', '정혜사', '한국선물']","[60503, 180302, 60517, 180302, 91802, 91802, 60523, 180302, 91802]","[37.8573039943659, 37.8621248094333, 37.8491646598219, 37.8458517627452, 37.8606719667453, 37.8578443072857, 37.8639914675643, 37.8621634359113, 37.86600856439]","[127.743380476381, 127.749717265089, 127.750961953885, 127.749579975628, 127.74050557705, 127.742736326931, 127.753867746426, 127.749395777848, 127.754383551058]"
대한민국 정수대전,대전광역시,서구,둔산동,둔산동,대전광역시 서구 둔지로 36,36.3527236690125,127.376901955216,구미시,20211114.0,20211118.0,"미술대전, 서예문인화대전, 사진 대전",,"['갤러리아타임월드점고메이월드', '국제로봇코딩체험센터', '유레카커뮤니케이션', '대구서구힐링아트페스티벌', '물순화테마파크', '백제불교회관']","[60517, 60513, 60513, 60523, 60507, 180302]","[36.3522837687308, 36.3516680589964, 36.3546703681878, 36.3568196640503, 36.3565558102367, 36.3471622192401]","[127.378460753175, 127.395676931323, 127.377794332391, 127.384806805721, 127.384928348907, 127.382166320179]"
합천벚꽃마라톤대회,경상남도,합천군,대병면 회양리,대병면,경상남도 합천군 대병면 합천호수로 197,35.5315542449351,128.029521388533,백리벚꽃길 코스,20210328.0,20210328.0,벚꽃길에서 펼쳐지는 달리미들의 대향연,코로나19로 2021년 행사 취소,"['합천호관광농원', '무학사', '합천워터월드', '광미사', '송호서원', '호반관광농원', '약왕사', '대원사']","[60516, 180302, 60513, 180302, 60609, 60516, 180302, 180302]","[35.5339413246076, 35.5456456386291, 35.5271083414331, 35.5391501042929, 35.5198957803254, 35.5377971580183, 35.5370147035699, 35.5239886712978]","[128.039277594088, 128.000506717963, 128.018361930793, 128.057082919539, 128.014498827145, 128.02581906914, 127.985633110078, 128.034077958514]"
황매산 철쭉제,경상남도,합천군,가회면 둔내리,가회면,경상남도 합천군 가회면 황매산공원길 4,35.4818502095409,128.003750205426,황매산군립공원,20210427.0,20210501.0,황매산 철쭉을 즐기는 축제,코로나19로 2021년 행사 취소,"['용수사', '묵방사', '제석사', '도산서당', '도천서당', '황룡사', '백련사', '회계서당', '구산서당']","[180302, 180302, 180302, 60609, 60609, 180302, 180302, 60609, 60609]","[35.4612178137595, 35.4633943213785, 35.4508484585211, 35.4451327572657, 35.4462943707207, 35.4733890400203, 35.4647862686906, 35.4236043125752, 35.4194481989737]","[128.008729922052, 127.993112456827, 128.023147810811, 128.023990433983, 128.024904142108, 127.999981366063, 128.020460258037, 128.032252700666, 128.035060307605]"
합천바캉스축제,경상남도,합천군,대양면 정양리,대양면,경상남도 합천군 대양면 동부로 39-13,35.5569215426338,128.166685905612,정양레포츠공원,20210726.0,20210917.0,물에서 즐기는 여름축제,,"['구못', '갈골못', '백암소류지', '서광사']","[110215, 110215, 110215, 180302]","[35.5007051339188, 35.5262188272253, 35.512809526876, 35.5002919570515]","[128.232097888822, 128.163366633977, 128.212950046958, 128.171222541547]"
2020년 연제 가을 온라인 축제,부산광역시,연제구,연산동,연산동,부산광역시 연제구 연제로 2,35.1762117404623,129.07974560596,연제구청 유튜브,20201019.0,20201031.0,온라인 실시간 스트리밍 6개분야 48개 프로그램 운영,연제구청 유튜브,"['선암사', '염불정사', '화엄약천사', '월륜사', '혜원정사', '마하사', '용문사', '법성사', '보국사', '극락사', '성림공예사', '천지암', '약수사', '감천사', '도심사', '운고사', '정엄사', '천문정사', '원불교연산교당', '공덕사', '화엄사', '극락암', '천안사', '법연원', '관음사', '대현사', '법국사']","[180302, 180302, 180302, 180302, 180301, 180302, 180302, 180302, 180302, 180302, 91802, 180302, 180302, 180302, 180302, 180302, 180302, 180302, 180302, 180302, 180302, 180302, 180302, 180302, 180302, 180302, 180302]","[35.1737964366433, 35.1804455745404, 35.1640780735577, 35.1839887115637, 35.1838402236116, 35.1635877638854, 35.1706728073826, 35.1839547382998, 35.1859324865838, 35.1811666428912, 35.1810094406487, 35.1832430912916, 35.1651384034987, 35.1832393097954, 35.1900256851154, 35.1666475812396, 35.1651320034734, 35.1810840006525, 35.180949075284, 35.1641963675168, 35.1661204822735, 35.166992499557, 35.1899804160548, 35.1875624895314, 35.1667212372107, 35.1832430912916, 35.1885513222077]","[129.087373024908, 129.085692797618, 129.083129709354, 129.112778089917, 129.091051254543, 129.087312494633, 129.093780359114, 129.109463309455, 129.096865040971, 129.099501583297, 129.10832048099, 129.091291646483, 129.085407734252, 129.091304970564, 129.093132271718, 129.081305410826, 129.083698558811, 129.075892315993, 129.081725293407, 129.081390251812, 129.083198066048, 129.088136591898, 129.093112387764, 129.08320880893, 129.082451680365, 129.091291646483, 129.097776658126]"
제2회 인천 송도크루즈 불꽃축제,인천광역시,연수구,송도동,송도동,인천광역시 연수구 국제항만대로 438,37.4251255503377,126.591676151176,골든하버 인천항크루즈터미널,20211030.0,20211030.0,멀티미디어 융복합 불꽃공연 및 부대행사,,"['인천관광레저페어', '인천국제해양포럼', '아암도해안공원', '송도세계문화축제', '밀레21', '인천대교전망대오션스코프', '송도불빛축제', '인천펜타포트락페스티벌', '선우기획', '송도한옥마을', '리복스파르탄레이스', '송도한옥외식타운', '송도카페거리', '송도맥주축제', '이노기프트', '인천카페앤디저트쇼', '인천경제자유구역IFEZ홍보관', '엔엠더블유', '인더쥬', '아시아복합리조트산업박람회']","[60523, 60523, 60508, 60523, 91802, 60513, 60523, 60523, 91802, 60513, 60523, 60513, 60517, 60523, 91802, 60523, 60513, 91802, 60510, 60523]","[37.3891225235816, 37.3881742030113, 37.4121728659704, 37.4072556894912, 37.390234209329, 37.3962752181689, 37.3925729199766, 37.4072247374399, 37.3984262082553, 37.3918932845581, 37.4071795908262, 37.3908009870707, 37.4008386950715, 37.4072426728662, 37.3949445204567, 37.3885865791427, 37.3961029982881, 37.3810243665093, 37.3787364341276, 37.3890356145834]","[126.646172712924, 126.645510997669, 126.641589815153, 126.634379754208, 126.645392497647, 126.628197855493, 126.637281935578, 126.634325648285, 126.643004656683, 126.637749733878, 126.634314868593, 126.639242002566, 126.638751193876, 126.63432544191, 126.65014490938, 126.646635052596, 126.634187981671, 126.660791717029, 126.662913889713, 126.646195161884]"
(가칭)문화로 동행축제,인천광역시,연수구,연수동,연수동,인천광역시 연수구 새말로 120,37.4181219869103,126.682354084325,연구수 전역,20211001.0,20211003.0,"지역축제 연계, 시민 기획프로그램 운영",,"['청량사', '행복한절', '보화정사', '천연사', '문수암']","[180302, 180302, 180302, 180302, 180302]","[37.4268858343875, 37.4268858343875, 37.4260598154811, 37.4246674860127, 37.4286176599743]","[126.683368902552, 126.683368902552, 126.685966722493, 126.68120213618, 126.679537101451]"
허준축제,서울특별시,강서구,가양동,가양동,서울특별시 강서구 허준로5길 42,37.5675982250856,126.853729825991,허준근린공원,20211008.0,20211010.0,"개막식, 허준콘서트, 전국허준가요제, 먹거리장터, 각종 체험부스 등",,"['서울단풍길', '양천향교', '만물상회판촉물']","[60513, 60609, 91802]","[37.5706347848593, 37.5729743769412, 37.571656034659]","[126.849080534415, 126.839954620958, 126.83949585212]"
서산해미읍성축제,충청남도,서산시,해미면 읍내리,해미면,충청남도 서산시 해미면 남문2로 143,36.7135573496773,126.550384045934,해미읍성,20211008.0,20211010.0,전통문화 공연 및 체험 등,,"['송덕사', '선암사', '연화사', '미륵사', '해미향교', '아라메길', '청화사', '일락사', '동암리노작놀이', '광명사', '해덕사', '법등사', '광명사', '대성농원']","[180302, 180302, 180302, 180302, 60609, 60513, 180302, 180302, 60523, 180302, 180302, 180302, 180302, 60516]","[36.6852991987553, 36.7256975940894, 36.7221556390512, 36.7187853092738, 36.721064486202, 36.7114075770368, 36.7035511559483, 36.7282147105502, 36.7343149628711, 36.6994384916297, 36.7322419710015, 36.6982157422841, 36.7001328566486, 36.7449662865295]","[126.579934161435, 126.540557553539, 126.538693937818, 126.538884641216, 126.550265861607, 126.547486669886, 126.547317635082, 126.588590651171, 126.541349211104, 126.579100259586, 126.51693684913, 126.591653333587, 126.578770686762, 126.521658736271]"
